,ensembl_gene_id,small_mol_druggable,accession,canonical_smiles,target_chembl_id_x,Unnamed: 0,px_number,domain_id,ensemble,tractable,druggable,target_name,max_phase,target_chembl_id_y,pref_name,moa_chembl,site_id,target_type,Bucket_1,Bucket_2,Bucket_3,Bucket_4,Bucket_5,Bucket_6,Bucket_7,Bucket_8,Bucket_sum,Top_bucket
15,ENSG00000005961,Y,P08514,509.0,CHEMBL2093869,186007.0,3640027.0,36304.0,0.79943529,1.0,1.0,,,CHEMBL2093869,"(nan,)","(nan,)",,,0,0,0,0,1,0,1,1,3,5
16,ENSG00000006071,Y,Q09428,11.0,CHEMBL2071,,,,-1.0,,,"Sulfonylurea receptor 1, Kir6.2",4.0,CHEMBL2096972,"('GLIPIZIDE', 'GLIPIZIDE', 'ACETOHEXAMIDE', 'ACETOHEXAMIDE', 'ACETOHEXAMIDE', 'REPAGLINIDE', 'REPAGLINIDE', 'REPAGLINIDE', 'REPAGLINIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'TOLBUTAMIDE SODIUM, STERILE', 'TOLBUTAMIDE', 'GLIMEPIRIDE', 'GLIMEPIRIDE', 'GLIMEPIRIDE', 'GLIMEPIRIDE', 'CHLORPROPAMIDE', 'CHLORPROPAMIDE', 'CHLORPROPAMIDE', 'CHLORPROPAMIDE', 'CHLORPROPAMIDE', 'NAMINIDIL', 'TOLAZAMIDE', 'TOLAZAMIDE', 'NATEGLINIDE', 'NATEGLINIDE', 'NATEGLINIDE', 'NATEGLINIDE', 'GLYBURIDE', 'GLYBURIDE', 'GLYBURIDE', 'SARAKALIM', 'NAMINIDIL', 'SARAKALIM')","('BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'OPENER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'OPENER', 'OPENER', 'OPENER')",2238.0,PROTEIN COMPLEX,1,0,0,0,0,0,1,1,3,1
17,ENSG00000006283,Y,O43497,103.0,CHEMBL4641,,,,-1.0,,,Voltage-gated calcium channel,4.0,CHEMBL2363032,"('BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'BEPRIDIL HYDROCHLORIDE', 'BEPRIDIL', 'PREGABALIN', 'PREGABALIN', 'PREGABALIN', 'PREGABALIN', 'PREGABALIN', 'PREGABALIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'GABAPENTIN ENACARBIL', 'IMAGABALIN', 'IMAGABALIN', 'IMAGABALIN', 'ATAGABALIN', 'ATAGABALIN', 'ATAGABALIN', 'ATAGABALIN', 'ATAGABALIN', 'ATAGABALIN', 'TRIMETHADIONE', 'TRIMETHADIONE', 'TRIMETHADIONE', 'PARAMETHADIONE', 'PARAMETHADIONE', 'METHSUXIMIDE', 'METHSUXIMIDE', 'ETHOSUXIMIDE', 'ETHOSUXIMIDE', 'ETHOSUXIMIDE', 'PHENSUXIMIDE', 'MIBEFRADIL', 'MIBEFRADIL DIHYDROCHLORIDE')","('BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'MODULATOR', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER', 'BLOCKER')",2657.0,PROTEIN COMPLEX GROUP,1,0,0,0,0,0,1,1,3,1
18,ENSG00000006327,N,Q9NP84,,,90764.0,3200976.0,32217.0,-0.82144018,0.0,0.0,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
19,ENSG00000006432,Y,P80192,29.0,CHEMBL2872,117940.0,3370081.0,27948.0,0.73684823,1.0,1.0,Mitogen-activated protein kinase kinase kinase 9,3.0,CHEMBL2872,"('CEP-1347', 'CEP-1347', 'CEP-1347')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,0,1,0,1,1,0,1,1,5,2
20,ENSG00000006638,Y,P21731,163.0,CHEMBL2069,,,,-1.0,,,Thromboxane A2 receptor,3.0,CHEMBL2069,"('TERUTROBAN', 'TERUTROBAN')","('ANTAGONIST', 'ANTAGONIST')",,SINGLE PROTEIN,0,1,0,0,0,0,1,1,3,2
21,ENSG00000007047,Y,Q96L34,24.0,CHEMBL5754,,,,-1.0,,,,,CHEMBL5754,"(nan,)","(nan,)",,,0,0,0,1,0,0,1,1,3,4
22,ENSG00000007171,Y,P35228,385.0,CHEMBL4481,188830.0,4260115.0,56491.0,0.77608393,1.0,1.0,,,CHEMBL4481,"(nan,)","(nan,)",,,0,0,0,1,1,0,1,1,4,4
23,ENSG00000007216,N,Q13183,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
24,ENSG00000007264,Y,P42679,5.0,CHEMBL4175,146124.0,3020414.0,31252.0,-0.97729835,1.0,0.0,,,CHEMBL4175,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
25,ENSG00000007312,N,P40259,,,157021.0,4247883.0,56637.0,0.71251482,1.0,1.0,,,,"(nan,)","(nan,)",,,0,0,0,0,1,0,0,0,1,5
